"Student_ID","Major_Category","Year_of_Study","Pre_Semester_GPA","Weekly_GenAI_Hours","Primary_Use_Case","Prompt_Engineering_Skill","Tool_Diversity","Paid_Subscription","Traditional_Study_Hours","Perceived_AI_Dependency","Institutional_Policy","Anxiety_Level_During_Exams","Post_Semester_GPA","Skill_Retention_Score","Burnout_Risk_Level"
137482,"Arts","Senior",3.037,0.44,"Debugging/Troubleshooting","Intermediate",2,"TRUE",11.03,2,"Allowed_With_Citation",3,3.331,58.58,"High"
103493,"Medical","Junior",3.339,2.17,"Ideation","Beginner",2,"TRUE",6.61,1,"Strict_Ban",3,3.477,58.36,"Low"
100592,"Business","Senior",2.782,17.71,"Ideation","Beginner",3,"TRUE",7.26,7,"Actively_Encouraged",5,3.132,74.17,"High"
108455,"Medical","Graduate",2.289,0.03,"Copywriting/Drafting","Beginner",2,"FALSE",12.2,2,"Actively_Encouraged",7,2.708,65.14,"Medium"
104006,"STEM","Junior",2.79,2.4,"Debugging/Troubleshooting","Advanced",5,"TRUE",8.13,1,"Actively_Encouraged",1,3.062,76.53,"Medium"
146687,"Medical","Sophomore",3.933,18.27,"Copywriting/Drafting","Intermediate",2,"TRUE",4.98,6,"Allowed_With_Citation",4,4,87.56,"Medium"
142388,"Arts","Graduate",3.867,3,"Ideation","Advanced",5,"TRUE",16.07,1,"Allowed_With_Citation",2,4,89.34,"Low"
131410,"STEM","Junior",2.33,9.13,"Summarizing_Reading","Beginner",1,"TRUE",2.57,4,"Allowed_With_Citation",4,2.323,61.41,"Medium"
117574,"STEM","Freshman",3.178,3.75,"Ideation","Advanced",3,"FALSE",17.72,1,"Allowed_With_Citation",4,3.321,73,"Medium"
138084,"Business","Junior",3.178,8.25,"Direct_Answer_Generation","Beginner",2,"TRUE",8.85,2,"Allowed_With_Citation",2,3.469,69.38,"Medium"
141155,"Business","Graduate",3.507,2.99,"Ideation","Advanced",4,"TRUE",25.3,1,"Actively_Encouraged",1,4,80.93,"Low"
112629,"Business","Junior",3.677,0.77,"Debugging/Troubleshooting","Intermediate",3,"FALSE",15.64,4,"Actively_Encouraged",4,3.88,85.05,"High"
107139,"Business","Freshman",NA,1.63,"Ideation","Advanced",4,"FALSE",7.09,1,"Allowed_With_Citation",3,3.337,68.36,"Low"
106514,"Arts","Freshman",3.217,4.77,"Copywriting/Drafting","Beginner",1,"FALSE",10.47,3,"Allowed_With_Citation",4,3.158,70.43,"Medium"
127399,"Humanities","Freshman",3.743,13.94,"Ideation","Intermediate",2,"FALSE",15.37,5,"Strict_Ban",8,3.773,55.71,"Low"
122883,"Business","Sophomore",3.095,3.38,"Copywriting/Drafting","Intermediate",4,"FALSE",16.78,4,"Allowed_With_Citation",10,3.585,71.61,"Medium"
106424,"STEM","Sophomore",3.253,17.1,"Debugging/Troubleshooting","Advanced",3,"TRUE",12.52,4,"Actively_Encouraged",5,3.755,94.78,"Low"
110161,"Business","Junior",2.762,7.73,"Ideation","Advanced",3,"TRUE",4.85,4,"Allowed_With_Citation",2,2.778,90.68,"Low"
137187,"Arts","Senior",3.362,20.37,"Copywriting/Drafting","Advanced",4,"TRUE",9.09,6,"Actively_Encouraged",6,4,100,"High"
149884,"STEM","Junior",2.958,5,"Debugging/Troubleshooting","Intermediate",1,"FALSE",5.05,3,"Allowed_With_Citation",1,2.955,97.86,"High"
104093,"Humanities","Senior",3.271,10.37,"Copywriting/Drafting","Advanced",4,"FALSE",10.04,5,"Allowed_With_Citation",7,3.485,65.35,"Low"
128083,"STEM","Junior",3.006,17.45,"Debugging/Troubleshooting","Intermediate",2,"FALSE",15.41,4,"Actively_Encouraged",4,3.507,77.37,"Medium"
122898,"Stem","Graduate",2.827,4.61,"Debugging/Troubleshooting","Beginner",1,"TRUE",6.52,3,"Strict_Ban",3,2.854,51.74,"High"
101252,"Humanities","Graduate",2.932,1.05,"Debugging/Troubleshooting","Beginner",2,"FALSE",13.82,4,"Allowed_With_Citation",3,3.276,79.18,"High"
111817,"Business","Junior",3.597,7.03,"Ideation","Beginner",1,"FALSE",12.31,1,"Actively_Encouraged",5,3.62,93.82,"Medium"
126269,"STEM","Freshman",3.455,12.17,"Debugging/Troubleshooting","Advanced",5,"TRUE",17.12,4,"Strict_Ban",4,3.912,100,"Medium"
102912,"STEM","Freshman",3.216,10.46,"Debugging/Troubleshooting","Beginner",1,"FALSE",8.08,5,"Allowed_With_Citation",5,3.631,67.14,"Low"
140993,"Medical","Sophomore",2.946,6.1,"Direct_Answer_Generation","Beginner",1,"FALSE",13.35,5,"Actively_Encouraged",6,3.165,53.5,"Medium"
129570,"STEM","Junior",3.591,2.76,"Debugging/Troubleshooting","Advanced",3,"FALSE",9.97,2,"Actively_Encouraged",1,4,87.78,"Low"
127611,"Business","Freshman",2.896,1.15,"Debugging/Troubleshooting","Intermediate",3,"TRUE",15.29,3,"Actively_Encouraged",4,2.649,69.54,"Low"
121148,"Arts","Junior",3.644,3.66,"Copywriting/Drafting","Intermediate",4,"FALSE",13.24,2,"Strict_Ban",1,4,83.2,"Medium"
112504,"Business","Graduate",3.47,6.52,"Ideation","Beginner",1,"Y",16.87,5,"Allowed_With_Citation",3,3.708,76.7,"High"
139992,"Business","Senior",3.418,0,"Direct_Answer_Generation","Advanced",5,"TRUE",16.66,2,"Actively_Encouraged",2,3.777,83.42,"Low"
133055,"Arts","Graduate",3.652,10.75,"Copywriting/Drafting","Beginner",2,"FALSE",10.77,5,"Allowed_With_Citation",6,4,69.61,"Medium"
148407,"Medical","Senior",3.687,1.59,"Summarizing_Reading","Beginner",2,"TRUE",20.28,3,"Actively_Encouraged",3,3.79,70.43,"Low"
114937,"Arts","Sophomore",3.505,28.21,"Copywriting/Drafting","Beginner",2,"TRUE",8.79,7,"Allowed_With_Citation",2,3.577,79.55,"Medium"
141572,"Business","Junior",3.051,6.85,"Summarizing_Reading","Intermediate",1,"FALSE",14.57,5,"Allowed_With_Citation",6,3.369,70.34,"Medium"
124961,"STEM","Freshman",3.153,1.39,"Direct_Answer_Generation","Beginner",2,"FALSE",18.05,4,"Actively_Encouraged",5,3.545,73.4,"Low"
139987,"STEM","Senior",3.77,6.78,"Debugging/Troubleshooting","Advanced",3,"TRUE",19.31,5,"Allowed_With_Citation",6,4,100,"Low"
118670,"Medical","Freshman",3.292,3.41,"Direct_Answer_Generation","Intermediate",2,"FALSE",17.71,4,"Actively_Encouraged",6,3.584,79.6,"Low"
107262,"STEM","Freshman",2.912,5.19,"Ideation","Advanced",5,"TRUE",12.11,5,"Allowed_With_Citation",1,2.873,55.04,"Medium"
107817,"STEM","Junior",3.228,32.5,"Debugging/Troubleshooting","Intermediate",2,"FALSE",5.02,7,"Actively_Encouraged",7,3.457,85.54,"High"
148011,"Business","Graduate",2.614,1.97,"Copywriting/Drafting","Beginner",1,"FALSE",15.15,2,"Allowed_With_Citation",7,2.585,72.59,"Low"
122917,"Medical","Junior",3.393,1.11,"Direct_Answer_Generation","Intermediate",3,"FALSE",6.48,4,"Allowed_With_Citation",2,3.304,68.91,"Low"
119033,"Medical","Junior",2.595,6.15,"Summarizing_Reading","Intermediate",4,"TRUE",11.54,5,"Allowed_With_Citation",7,3.076,NA,"Medium"
113429,"STEM","Sophomore",2.33,33.78,"Summarizing_Reading","Beginner",2,"FALSE",12.98,9,"Allowed_With_Citation",3,2.531,53.76,"Medium"
112232,"Medical","Year 2",3.532,7.97,"Summarizing_Reading","Beginner",2,"FALSE",10.81,5,"Allowed_With_Citation",6,3.643,50.67,"Low"
110504,"Humanities","Freshman",3.094,22.56,"Copywriting/Drafting","Advanced",3,"TRUE",13.2,7,"Actively_Encouraged",4,3.227,100,"Medium"
119493,"Arts","Freshman",3.068,5.02,"Copywriting/Drafting","intermediate",4,"FALSE",12.81,2,"Strict_Ban",5,3.231,82.17,"High"
106574,"Medical","Freshman",2.598,3.73,"Direct_Answer_Generation","Advanced",3,"FALSE",9.65,3,"Allowed_With_Citation",7,2.589,81.18,"Low"
103914,"Medical","Senior",3.461,27.65,"Debugging/Troubleshooting","Beginner",1,"FALSE",4.41,6,"Actively_Encouraged",5,3.736,61.14,"Medium"
108408,"STEM","Freshman",3.104,11.25,"Debugging/Troubleshooting","Advanced",4,"FALSE",6.86,2,"Actively_Encouraged",3,3.487,80.56,"Medium"
109578,"Business","Freshman",2.763,4.72,"Ideation","Intermediate",5,"TRUE",13.03,1,"Actively_Encouraged",6,2.987,49.33,"Medium"
124855,"Humanities","Freshman",2.088,3.04,"Direct_Answer_Generation","Intermediate",3,"FALSE",14.53,3,"Actively_Encouraged",3,2.057,91.15,"Low"
142233,"Humanities","Graduate",2.959,12.11,"Direct_Answer_Generation","Beginner",2,"FALSE",11.45,2,"Strict_Ban",4,3.149,72.78,"High"
128735,"Humanities","Sophomore",3.371,2.1,"Direct_Answer_Generation","Intermediate",2,"TRUE",9.48,4,"Actively_Encouraged",8,3.59,69.89,"Medium"
128640,"STEM","Junior",3.399,23.66,"Direct_Answer_Generation","Advanced",3,"TRUE",8.35,6,"Actively_Encouraged",6,3.061,78.87,"Medium"
115959,"Business","Freshman",2.874,10.47,"Direct_Answer_Generation","Intermediate",2,"FALSE",15.58,5,"Actively_Encouraged",7,3.211,82.29,"Medium"
137693,"Business","Sophomore",3.055,7.05,"Copywriting/Drafting","Beginner",3,"FALSE",15.61,4,"Strict_Ban",5,3.175,89.99,"Low"
149261,"Medical","Freshman",2.655,9.87,"Summarizing_Reading","Advanced",4,"FALSE",17.83,4,"Actively_Encouraged",6,3.016,62.07,"Medium"
138294,"Arts","Senior",3.083,0.63,"Ideation","Beginner",2,"FALSE",8.99,2,"Allowed_With_Citation",5,3.641,59.45,"Low"
100725,"Business","Junior",2.985,34,"Direct_Answer_Generation","Beginner",3,"TRUE",3.68,8,"Allowed_With_Citation",9,2.072,17.22,"High"
122726,"Arts","Senior",3.102,12.56,"Summarizing_Reading","Intermediate",3,"FALSE",20.23,6,"Actively_Encouraged",4,3.251,91.31,"High"
103229,"STEM","Freshman",2.739,12.43,"Debugging/Troubleshooting","Advanced",3,"FALSE",3.25,6,"Allowed_With_Citation",4,2.97,83.47,"High"
136883,"Humanities","Sophomore",3.389,6.16,"Summarizing_Reading","Intermediate",3,"TRUE",1.9,2,"Actively_Encouraged",3,3.714,78.35,"Low"
105145,"Humanities","Graduate",3.374,23.56,"Direct_Answer_Generation","Intermediate",1,"FALSE",9.3,6,"Allowed_With_Citation",6,3.248,59.95,"High"
112217,"Humanities","Senior",3.475,0.7,"Copywriting/Drafting","Beginner",1,"TRUE",12.51,4,"Allowed_With_Citation",4,3.697,78.31,"High"
138087,"Medical","Freshman",3.617,0.14,"Copywriting/Drafting","Beginner",2,"FALSE",10.39,3,"Allowed_With_Citation",5,3.602,56,"Low"
104680,"Business","Graduate",2.881,13.43,"Summarizing_Reading","Intermediate",5,"FALSE",11.75,5,"Strict_Ban",8,3.207,90.57,"High"
114922,"Medical","Freshman",3.012,3.06,"Ideation","Beginner",3,"FALSE",10.99,1,"Actively_Encouraged",2,3.297,69.53,"Low"
142267,"Medical","Sophomore",3.234,2.87,"Summarizing_Reading","Intermediate",2,"FALSE",8.21,2,"Allowed_With_Citation",3,3.433,100,"Low"
123042,"STEM","Sophomore",3.479,12.8,"Debugging/Troubleshooting",NA,3,"FALSE",1.26,4,"Allowed_With_Citation",7,3.236,67,"Medium"
149380,"Business","Sophomore",2.491,5.9,"Direct_Answer_Generation","Intermediate",2,"FALSE",14.92,1,"Allowed_With_Citation",5,2.64,88.11,"High"
120713,"Humanities","Freshman",3.456,0.48,"Copywriting/Drafting","Advanced",5,"FALSE",14.25,2,"Actively_Encouraged",1,3.861,83.51,"Medium"
141287,"Humanities","Junior",3.52,1.32,"Copywriting/Drafting","Beginner",1,"FALSE",NA,4,"Allowed_With_Citation",3,3.825,77.65,"Medium"
148339,"Humanities","Sophomore",2.916,0.5,"Copywriting/Drafting","Advanced",5,"TRUE",11.11,2,"Allowed_With_Citation",3,3.238,57.67,"Low"
132976,"Business","Freshman",3.043,11.95,"Ideation","Advanced",4,"TRUE",14.75,2,"Strict_Ban",3,3.354,84.8,"Medium"
129789,"Business","Junior",3.448,2.99,"Ideation","Beginner",3,"FALSE",15.25,1,"Actively_Encouraged",2,3.804,62.51,"Low"
121931,"Business","Junior",3.723,5.46,"Ideation","Intermediate",2,"TRUE",7.03,3,"Allowed_With_Citation",5,3.933,66.99,"High"
114328,"Humanities","Graduate",3.45,20.74,"Copywriting/Drafting","Beginner",1,"FALSE",20.71,3,"Allowed_With_Citation",1,4,77.95,"High"
126888,"Business","Senior",2.12,0.29,"Ideation","Beginner",3,"TRUE",12.06,1,"Allowed_With_Citation",2,2.676,76.16,"High"
125738,"STEM","Junior",3.394,14.76,"Ideation","Intermediate",4,"FALSE",13.54,5,"Actively_Encouraged",3,3.649,63.59,"Medium"
129555,"Humanities","Graduate",2.663,2.83,"Direct_Answer_Generation","Beginner",1,"TRUE",19.35,3,"Allowed_With_Citation",6,2.934,51.69,"Medium"
123857,"Arts","Graduate",3.869,8.64,"Ideation","Intermediate",5,"TRUE",8.62,3,"Actively_Encouraged",2,3.956,72.54,"Low"
127130,"Business","Sophomore",3.373,1.15,"Summarizing_Reading","Advanced",4,"FALSE",13.73,2,"Allowed_With_Citation",4,3.522,77.08,"Low"
100533,"Medical","Junior",2.675,4.31,"Direct_Answer_Generation","Beginner",2,"FALSE",10.32,4,"Strict_Ban",3,2.991,56.6,"Low"
119334,"Medical","Graduate",3.413,2.39,"Direct_Answer_Generation","Intermediate",5,"FALSE",11.59,5,"Allowed_With_Citation",6,3.468,75.52,"Medium"
116452,"STEM","Junior",2.645,2.17,"Copywriting/Drafting","Advanced",3,"FALSE",8.37,4,"Allowed_With_Citation",4,2.825,91.54,"Low"
133332,"Business","Graduate",3.743,15.39,"Ideation","Beginner",2,"TRUE",15.42,4,"Actively_Encouraged",1,4,74.77,"Medium"
148320,"Medical","Senior",3.42,7.85,"Ideation","Beginner",3,"TRUE",4.92,2,"Allowed_With_Citation",6,3.41,57.34,"Low"
137738,"Humanities","Junior",3.25,16.6,"Summarizing_Reading","Intermediate",4,"FALSE",2.62,6,"Allowed_With_Citation",4,3.398,85.36,"Low"
132670,"Business","Freshman",3.05,1.99,"Debugging/Troubleshooting","Beginner",2,"FALSE",NA,1,"Actively_Encouraged",5,3.17,75.6,"Medium"
105189,"Medical","Junior",2.592,8.09,"Ideation","Beginner",3,"FALSE",7.9,5,"Allowed_With_Citation",5,2.865,65.32,"Medium"
131417,"Humanities","Junior",2.995,6.44,"Copywriting/Drafting","Advanced",5,"TRUE",5.62,4,"Allowed_With_Citation",1,3.493,130,"Low"
132823,"Humanities","Freshman",3.046,5.09,"Direct_Answer_Generation","Advanced",5,"FALSE",2.93,5,"Allowed_With_Citation",4,3.1,81.37,"Low"
109424,"Humanities","Junior",3.544,9.63,"Direct_Answer_Generation","Intermediate",2,"FALSE",NA,5,"Allowed_With_Citation",3,3.721,55.65,"High"
109021,"STEM","Sophomore",2.218,7.64,"Debugging/Troubleshooting","Intermediate",3,"FALSE",16.92,5,"Allowed_With_Citation",1,2.421,58.08,"Medium"
115151,"Business","Junior",3.011,4.57,"Ideation","Intermediate",2,"FALSE",8.68,5,"Strict_Ban",3,3.087,86.86,"Medium"
101908,"Humanities","Graduate",3.535,9.22,"Copywriting/Drafting","Intermediate",5,"TRUE",1,5,"Actively_Encouraged",6,3.496,58.02,"Medium"
110783,"Medical","Freshman",2.821,1.08,"Summarizing_Reading","Intermediate",3,"FALSE",7.59,5,"Allowed_With_Citation",4,3.007,74.5,"Medium"
107701,"Medical","Junior",3.396,0.05,"Summarizing_Reading","Intermediate",3,"FALSE",18.02,1,"Allowed_With_Citation",6,3.806,75.39,"Low"
112877,"Business","Freshman",2.566,9.33,"Ideation","Beginner",2,"TRUE",9.67,3,"Allowed_With_Citation",7,2.819,82.82,"Medium"
105504,"Humanities","Senior",2.547,9.84,"Summarizing_Reading","Intermediate",4,"FALSE",16.39,5,"Allowed_With_Citation",1,3.225,76.42,"High"
106583,"Business","Senior",3.34,11.82,"Copywriting/Drafting","Advanced",3,"TRUE",16.15,2,"Allowed_With_Citation",3,3.751,93.93,"Medium"
147717,"Medical","Freshman",3.752,20.94,"Direct_Answer_Generation","Beginner",3,"TRUE",5.03,7,"Allowed_With_Citation",5,3.261,71.31,"Medium"
148770,"Medical","Graduate",2.177,0.54,"Ideation","Intermediate",2,"N",6.22,3,"Allowed_With_Citation",3,2.122,63.54,"Medium"
113873,"Business","Graduate",3.324,2.54,"Direct_Answer_Generation","Intermediate",3,"TRUE",11.79,1,"Actively_Encouraged",3,3.638,88.2,"High"
131006,"STEM","Senior",3.549,10.07,"Debugging/Troubleshooting","Intermediate",2,"TRUE",1,4,"Allowed_With_Citation",3,3.81,67.58,"Medium"
133367,"STEM","Freshman",2.548,5.94,"Debugging/Troubleshooting","Advanced",5,"TRUE",19.42,3,"Strict_Ban",2,2.85,85.96,"Low"
128643,"Arts","Junior",3.402,4.83,"Copywriting/Drafting","Beginner",3,"TRUE",9.26,6,"Allowed_With_Citation",6,3.741,72.97,"Medium"
127720,"STEM","Freshman",3.203,27.96,"Ideation","Beginner",2,"TRUE",9.89,5,"Allowed_With_Citation",7,3.348,54.66,"High"
133702,"STEM","Senior",2.562,23.31,"Copywriting/Drafting","Advanced",5,"FALSE",10.66,6,"Actively_Encouraged",4,2.876,57.64,"Medium"
136925,"Business","Senior",2.997,2.21,"Ideation","Intermediate",1,"TRUE",12.81,2,"Actively_Encouraged",4,3.446,82.15,"Medium"
137299,"Business","Junior",3.351,2.16,"Summarizing_Reading","Advanced",5,"TRUE",15.26,3,"Actively_Encouraged",6,3.961,90.69,"Medium"
140239,"Medical","Junior",3.515,9.24,"Summarizing_Reading","Beginner",2,"FALSE",17.41,4,"Strict_Ban",2,4,69.97,"Medium"
107850,"STEM","Sophomore",3.374,30.75,"Summarizing_Reading","Advanced",5,"FALSE",13.63,8,"Strict_Ban",10,3.78,50.09,"High"
144190,"Arts","Freshman",3.52,5.78,"Copywriting/Drafting","Beginner",1,"FALSE",4.29,4,"Actively_Encouraged",5,3.518,69.34,"Low"
102035,"Business","Freshman",3.385,13.08,"Ideation","Intermediate",1,"FALSE",10.07,2,"Actively_Encouraged",3,3.324,85.1,"Medium"
110164,"Humanities","Graduate",2.902,2,"Debugging/Troubleshooting","Beginner",1,"TRUE",4.65,3,"Allowed_With_Citation",5,2.842,49,"High"
128922,"Business","Freshman",3.938,0.53,"Ideation","Intermediate",3,"TRUE",18.15,3,"Allowed_With_Citation",6,4,97.63,"Low"
123976,"Arts","Graduate",2.931,2.28,"Debugging/Troubleshooting","Intermediate",2,"FALSE",13.02,1,"Actively_Encouraged",2,3.098,75.51,"Medium"
106217,"STEM","Sophomore",3.217,12.67,"Summarizing_Reading","Beginner",2,"FALSE",8.1,4,"Allowed_With_Citation",4,3.504,55.34,"Low"
134388,"STEM","Freshman",3.24,2.51,"Debugging/Troubleshooting","Beginner",1,"FALSE",3.81,2,"Allowed_With_Citation",1,3.251,58.2,"Medium"
130160,"Humanities","Junior",3.108,4.85,"Debugging/Troubleshooting","Advanced",3,"FALSE",14.09,2,"Allowed_With_Citation",6,3.634,89.63,"Medium"
137876,"STEM","Freshman",3.495,2.18,"Debugging/Troubleshooting","Beginner",1,"TRUE",15.93,5,"Actively_Encouraged",5,3.795,74.47,"Low"
130709,"Business","Freshman",3.035,0.93,"Debugging/Troubleshooting","Advanced",3,"TRUE",6.43,3,"Actively_Encouraged",3,3.391,75.15,"Low"
147803,"Medical","Graduate",3.68,1.4,"Summarizing_Reading","Advanced",5,"FALSE",10.72,2,"Allowed_With_Citation",4,3.789,98.59,"High"
144651,"Arts","Freshman",3.25,9.39,"Ideation","Advanced",3,"TRUE",1,5,"Strict_Ban",8,3.263,79.04,"Medium"
122392,"Business","Senior",3.565,5.67,"Ideation","Intermediate",2,"TRUE",21.58,1,"Actively_Encouraged",5,3.938,68.42,"Low"
109145,"Business","Graduate",2.275,0,"Direct_Answer_Generation","Advanced",5,"TRUE",11.82,8,"Allowed_With_Citation",3,2.327,55.1,"High"
130089,"Medical","Junior",3.626,3.41,"Summarizing_Reading","Intermediate",2,"FALSE",16.07,4,"Actively_Encouraged",7,4,88.3,"Low"
106028,"STEM","Senior",3.379,NA,"Debugging/Troubleshooting","Intermediate",1,"TRUE",8.41,4,"Strict_Ban",7,3.638,58.71,"Medium"
117619,"Medical","Freshman",2.725,3.84,"Summarizing_Reading",NA,3,"TRUE",10.95,2,"allowed_with_citation",5,2.919,86.31,"Medium"
114807,"STEM","Graduate",3.652,4.47,"Debugging/Troubleshooting","Intermediate",4,"TRUE",19.07,5,"Allowed_With_Citation",4,3.965,79.37,"Medium"
101611,"Medical","Senior",3.268,NA,"Summarizing_Reading","Advanced",4,"FALSE",7.92,2,"Allowed_With_Citation",1,3.367,94,"Low"
101308,"Arts","Sophomore",2.937,1.86,"Debugging/Troubleshooting","Intermediate",2,"TRUE",NA,1,"Strict_Ban",4,3.283,81.76,"Medium"
136282,"Humanities","Sophomore",3.67,2.21,"Copywriting/Drafting","Beginner",3,"TRUE",15.39,2,"Strict_Ban",3,3.833,89.91,"Medium"
127723,"Humanities","Senior",2.346,4.15,"Copywriting/Drafting","Advanced",3,"TRUE",11.08,3,"Allowed_With_Citation",2,2.9,71.87,"Medium"
145241,"Business","Junior",2.748,15.14,"Ideation","Beginner",1,"TRUE",1,4,"Actively_Encouraged",3,2.899,71.44,"Medium"
148723,"Business","Freshman",3.465,1.72,"Debugging/Troubleshooting","Beginner",2,"TRUE",12.21,4,"Allowed_With_Citation",6,3.582,81.56,"Low"
143808,"STEM","Graduate",3.021,1.2,"Ideation","Advanced",3,"TRUE",8.52,4,"Allowed_With_Citation",6,3.51,79.1,"Medium"
120887,"Medical","Sophomore",3.168,7.4,"Direct_Answer_Generation","Beginner",3,"FALSE",16.48,4,"Actively_Encouraged",9,3.219,62.91,"High"
130013,"Medical","Freshman",3.17,2.27,"Summarizing_Reading","Beginner",3,"FALSE",15.87,3,"Actively_Encouraged",2,3.303,84.99,"Low"
100939,"STEM","Junior",3.394,35.17,"Debugging/Troubleshooting","Advanced",3,"TRUE",11.05,8,"Allowed_With_Citation",4,3.954,92.91,"High"
134847,"Business","Freshman",2.2,20.38,"Copywriting/Drafting","Intermediate",3,"TRUE",11.89,5,"Allowed_With_Citation",4,2.237,73.93,"High"
107193,"Business","Sophomore",3.826,2.68,"Ideation","Intermediate",5,"FALSE",19.62,2,"Actively_Encouraged",3,4,69.05,"Low"
141375,"Humanities","Senior",3.858,7.29,"Summarizing_Reading","Advanced",3,"FALSE",11.12,3,"Allowed_With_Citation",4,4,NA,"Medium"
124905,"Medical","Sophomore",3.535,1.4,"Direct_Answer_Generation","Intermediate",1,"TRUE",22.86,4,"Allowed_With_Citation",8,3.717,73.84,"Low"
117779,"Humanities","Senior",3.473,3.56,"Summarizing_Reading","Intermediate",1,"TRUE",7.27,4,"Allowed_With_Citation",3,3.785,72.91,"Medium"
129270,"Arts","Sophomore",3.098,0.43,"Copywriting/Drafting","Beginner",2,"FALSE",21.65,4,"Allowed_With_Citation",3,3.432,83.75,"Low"
133972,"STEM","Junior",3.496,4.2,"Debugging/Troubleshooting","Beginner",2,"FALSE",13.44,5,"Actively_Encouraged",9,3.886,52.83,"Low"
100244,"Humanities","Senior",2.689,0.67,"Copywriting/Drafting","Beginner",2,"FALSE",7.05,3,"Strict_Ban",5,2.993,87.34,"Medium"
136430,"Business","Sophomore",3.001,0,"Direct_Answer_Generation","Intermediate",5,"TRUE",13.54,2,"Strict_Ban",3,3.085,91.34,"Low"
109037,"STEM","Junior",2.797,NA,"Direct_Answer_Generation","Advanced",3,"FALSE",7.24,3,"Actively_Encouraged",4,3.062,77.71,"Medium"
124230,"STEM","Y3",3.563,18.89,"Debugging/Troubleshooting","Beginner",1,"FALSE",13.87,6,"Allowed_With_Citation",5,3.738,60.48,"Medium"
109135,"Arts","Graduate",3.062,11.31,"Direct_Answer_Generation","Beginner",1,"TRUE",15.64,3,"Strict_Ban",2,3.211,74.79,"High"
114751,"STEM","Junior",3.12,7.75,"Summarizing_Reading","Intermediate",4,"FALSE",2.12,5,"Strict_Ban",4,2.976,87.46,"Medium"
100502,"Business","Graduate",3.497,1.55,"Ideation","Beginner",3,"TRUE",14.48,4,"Strict_Ban",6,3.99,92.68,"Medium"
147579,"Business","Freshman",NA,0.01,"Ideation","Intermediate",4,"TRUE",10.01,3,"Actively_Encouraged",4,3.542,66.58,"Low"
118980,"STEM","Sophomore",3.328,0.23,"Ideation","Beginner",3,"TRUE",10.11,4,"Allowed_With_Citation",2,3.461,89.04,"Medium"
105135,"Medical","Junior",3.585,9.37,"Summarizing_Reading","Intermediate",5,"FALSE",12.38,2,"Allowed_With_Citation",5,3.641,78.4,"Low"
123358,"STEM","Freshman",3.514,2.51,"Ideation","Intermediate",4,"FALSE",16.62,3,"Strict_Ban",4,3.722,65.17,"Low"
102057,"Humanities","Senior",3.537,4.04,"Direct_Answer_Generation","Intermediate",2,"TRUE",11.42,2,"Allowed_With_Citation",1,3.684,93.49,"Medium"
111235,"STEM","Freshman",3.5,6.81,"Debugging/Troubleshooting","Intermediate",2,"FALSE",16.41,2,"Allowed_With_Citation",6,3.485,79.19,"Medium"
134895,"Business","Sophomore",2.937,2.95,"Summarizing_Reading","Advanced",3,"FALSE",15.84,2,"Actively_Encouraged",6,3.296,78.1,"Low"
113273,"STEM","Sophomore",3.503,0.05,"Debugging/Troubleshooting","Advanced",5,"FALSE",8.46,3,"Allowed_With_Citation",7,3.991,87.03,"Medium"
101436,"STEM","Freshman",3.723,7.45,"Direct_Answer_Generation","Advanced",3,"TRUE",14.2,2,"Actively_Encouraged",3,3.767,84.12,"Low"
122386,"STEM","Senior",3.356,27.79,"Debugging/Troubleshooting","Intermediate",3,"FALSE",11.12,8,"Allowed_With_Citation",5,3.387,59.77,"High"
120298,"Business","Freshman",3.424,29.9,"Ideation","Beginner",1,"FALSE",13.7,4,"Allowed_With_Citation",1,3.418,67.94,"High"
122118,"Humanities","Sophomore",2.984,1.51,"Summarizing_Reading","Intermediate",3,"FALSE",NA,4,"Actively_Encouraged",5,3.411,69.16,"Medium"
111507,"Medical","Junior",3.596,8.11,"Summarizing_Reading","Advanced",5,"FALSE",1,3,"Allowed_With_Citation",3,3.807,65.38,"High"
106412,"Humanities","Freshman",3.456,1.79,"Direct_Answer_Generation","Advanced",4,"FALSE",2.51,2,"Actively_Encouraged",5,3.117,86.26,"Low"
127451,"STEM","Sophomore",2.459,13.73,"Debugging/Troubleshooting","Advanced",4,"TRUE",11.29,3,"Allowed_With_Citation",4,3.032,100,"Medium"
106304,"Arts","Sophomore",3.236,5.85,"Ideation","Beginner",1,"TRUE",23.71,3,"Allowed_With_Citation",6,3.4,90.28,"Medium"
131709,"Humanities","Freshman",NA,2.07,"Copywriting/Drafting","Intermediate",1,"FALSE",11.58,1,"Allowed_With_Citation",5,3.072,77.42,"Medium"
108000,"STEM","Graduate",NA,15.07,"Direct_Answer_Generation","Intermediate",2,"TRUE",5.62,4,"Actively_Encouraged",7,3.53,82.89,"Medium"
101795,"STEM","Freshman",3.301,40,"Debugging/Troubleshooting","Intermediate",3,"TRUE",5.61,10,"Allowed_With_Citation",7,3.183,52.77,"High"
109305,"Business","Senior",3.086,16.4,"Debugging/Troubleshooting","Intermediate",4,"TRUE",11.08,3,"Allowed_With_Citation",2,3.581,78.7,"Medium"
113185,"Business","Senior",2.626,5.18,"Summarizing_Reading","Advanced",5,"TRUE",7.83,1,"Allowed_With_Citation",4,3.011,87.3,"Low"
